Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
XUV500,Premium,4,35000,Diesel,Individual,Automatic,First_Owner,1600000
Supro,General,5,160000,Diesel,Individual,Manual,First_Owner,500000
Alto,General,15,180000,Petrol,Individual,Manual,Third_Owner,70000
Maruti 800,General,15,60000,Petrol,Individual,Manual,Second_Owner,105000
Endeavour,Premium,14,110000,Diesel,Individual,Manual,Third_Owner,400000
WagonR,General,18,60000,Petrol,Individual,Manual,Third_Owner,80000
Alto,General,6,30000,Petrol,Individual,Manual,First_Owner,300000
KUV,General,5,40000,Diesel,Individual,Manual,First_Owner,409999
Swift,General,13,70000,Petrol,Individual,Manual,First_Owner,250000
Safari,Premium,12,120000,Diesel,Individual,Manual,Second_Owner,250000
Swift,General,10,80000,Diesel,Individual,Manual,Third_Owner,215000
Fortuner,Premium,7,120000,Diesel,Individual,Manual,First_Owner,1400000
Brio,General,4,20000,Petrol,Individual,Manual,First_Owner,475000
Brio,General,4,22000,Petrol,Individual,Manual,First_Owner,475000
Spark,General,14,35000,Petrol,Individual,Manual,Second_Owner,75000
Sail,General,9,120000,Diesel,Individual,Manual,Second_Owner,200000
Tiago,General,3,8000,Petrol,Individual,Manual,First_Owner,575000
Ritz,General,11,40000,Diesel,Individual,Manual,Second_Owner,150000
Brezza,General,4,10000,Diesel,Individual,Manual,First_Owner,850000
Santro,General,3,30000,Petrol,Individual,Manual,First_Owner,350000
Endeavour,Premium,11,54000,Diesel,Individual,Manual,Second_Owner,550000
Verna,General,5,80577,Petrol,Individual,Manual,First_Owner,330000
City,General,5,25000,Diesel,Individual,Manual,First_Owner,1044999
Verna,General,11,127500,Diesel,Individual,Manual,Second_Owner,300000
EON,General,7,40903,Petrol,Dealer,Manual,First_Owner,235000
Figo,General,11,60000,Petrol,Individual,Manual,Third_Owner,120000
WagonR,General,18,46000,Petrol,Individual,Manual,First_Owner,130000
Endeavour,Premium,18,22288,Diesel,Dealer,Manual,Second_Owner,275000
Jetta,General,11,180000,Diesel,Individual,Manual,Second_Owner,270000
Polo,Premium,7,30000,Diesel,Individual,Manual,Second_Owner,500000
Grand_i10,General,7,61690,Petrol,Dealer,Manual,First_Owner,400000
i20,General,7,64484,Petrol,Dealer,Manual,First_Owner,600000
Q5,Premium,10,90000,Diesel,Individual,Automatic,Second_Owner,1350000
Duster,Premium,9,75976,Diesel,Dealer,Manual,Second_Owner,400000
Figo,General,11,70000,Diesel,Individual,Manual,Second_Owner,220000
Brio,General,10,85962,Petrol,Dealer,Manual,Second_Owner,300000
Omni,General,4,120000,Petrol,Individual,Manual,First_Owner,250000
Mobilio,General,7,120000,Diesel,Individual,Manual,First_Owner,600000
Brio,General,10,75000,Petrol,Individual,Automatic,Second_Owner,285000
Accord,General,13,57035,Petrol,Dealer,Manual,First_Owner,350000
Bolero,General,11,70000,Diesel,Individual,Manual,Third_Owner,170000
Figo,General,7,45000,Petrol,Individual,Manual,First_Owner,229999
XUV500,Premium,9,72104,Diesel,Dealer,Manual,Second_Owner,500000
Nano,General,11,15000,Petrol,Individual,Manual,First_Owner,75000
i20,General,6,30000,Petrol,Individual,Manual,First_Owner,600000
Indigo,General,11,80000,Diesel,Individual,Manual,First_Owner,220000
Indica,General,13,164000,Diesel,Individual,Manual,Second_Owner,150000
Alto,General,16,124439,Petrol,Individual,Manual,Second_Owner,65000
Zen,General,16,77000,Petrol,Individual,Manual,Second_Owner,120000
Swift,General,8,90000,Diesel,Individual,Manual,First_Owner,240000
KWID,General,5,30000,Petrol,Individual,Manual,First_Owner,390000
Beat,General,10,50000,Petrol,Individual,Manual,First_Owner,180000
Swift,General,10,80000,Diesel,Individual,Manual,Second_Owner,320000
Alto,General,4,5000,Petrol,Individual,Manual,First_Owner,310000
WagonR,General,4,24000,Petrol,Individual,Automatic,First_Owner,420000
Tiago,General,3,10000,Petrol,Individual,Manual,First_Owner,550000
Ertiga,General,6,78000,Diesel,Individual,Manual,Third_Owner,550000
TUV,General,4,50000,Diesel,Individual,Manual,First_Owner,760000
Maruti 800,General,21,100000,Petrol,Individual,Manual,Second_Owner,43000
Omni,General,4,20000,Petrol,Individual,Manual,First_Owner,250000
Santro,General,3,1250,Petrol,Individual,Manual,First_Owner,500000
Zest,General,7,17152,Petrol,Individual,Manual,First_Owner,380000
XUV500,Premium,3,5000,Diesel,Individual,Automatic,First_Owner,1850000
Polo,Premium,10,77000,Diesel,Individual,Manual,First_Owner,350000
Verna,General,14,90000,Diesel,Individual,Manual,Second_Owner,195000
Beat,General,11,80000,Petrol,Individual,Manual,Second_Owner,225000
Innova,General,7,65000,Diesel,Individual,Manual,First_Owner,1125000
Indica,General,11,80000,Diesel,Individual,Manual,First_Owner,133000
EON,General,9,24005,Petrol,Individual,Manual,First_Owner,200000
Brezza,General,4,20000,Diesel,Individual,Manual,First_Owner,940000
Duster,Premium,8,120000,Diesel,Individual,Manual,First_Owner,400000
i10,General,13,120000,Petrol,Individual,Manual,Second_Owner,120000
Swift,General,7,80000,Diesel,Individual,Manual,First_Owner,625000
Swift,General,17,80000,Petrol,Individual,Manual,First_Owner,110000
Duster,Premium,10,100000,Diesel,Individual,Manual,First_Owner,490000
Alto,General,13,120000,Petrol,Individual,Manual,Second_Owner,140000
Figo,General,11,149000,Diesel,Individual,Manual,Second_Owner,175000
WagonR,General,17,65000,Petrol,Individual,Manual,Second_Owner,90000
Swift,General,13,100000,Diesel,Individual,Manual,Second_Owner,275000
Vento,General,11,65000,Diesel,Individual,Manual,Second_Owner,300000
GO,General,4,19000,Petrol,Individual,Manual,Second_Owner,270000
Beat,General,12,80000,Petrol,Individual,Manual,Second_Owner,130000
Alto,General,7,30000,Petrol,Individual,Manual,First_Owner,275000
Swift,General,10,109000,Diesel,Individual,Manual,First_Owner,352000
EON,General,10,90000,LPG,Individual,Manual,First_Owner,180000
Alto,General,10,90000,Petrol,Individual,Manual,First_Owner,150000
Vento,General,11,65000,Diesel,Individual,Manual,Second_Owner,300000
Swift,General,12,110000,Diesel,Individual,Manual,Second_Owner,300000
Bolero,General,15,120000,Diesel,Individual,Manual,First_Owner,225000
Mobilio,General,8,44000,Diesel,Individual,Manual,First_Owner,600000
Ertiga,General,7,80000,Petrol,Individual,Manual,First_Owner,500000
BR-V,General,4,5000,Petrol,Individual,Manual,First_Owner,900000
i20,General,6,61000,Petrol,Individual,Manual,First_Owner,600000
Etios,General,11,100000,Diesel,Individual,Manual,Second_Owner,450000
i10,General,13,27633,Petrol,Individual,Manual,First_Owner,270000
Swift,General,12,100000,Diesel,Individual,Manual,Third_Owner,310000
Santro,General,10,100000,LPG,Individual,Manual,First_Owner,250000
Figo,General,3,12586,Petrol,Dealer,Manual,First_Owner,700000
Avventura,General,4,38083,Diesel,Dealer,Manual,First_Owner,650000
Figo,General,10,55328,Diesel,Dealer,Manual,First_Owner,400000
Figo,General,10,81632,Diesel,Dealer,Manual,First_Owner,425000
Aspire,General,6,155201,Diesel,Dealer,Manual,First_Owner,600000
EcoSport,Premium,9,93283,Diesel,Dealer,Manual,First_Owner,600000
Swift,General,13,217871,Diesel,Dealer,Manual,First_Owner,300000
Fiesta,General,10,90165,Diesel,Dealer,Manual,First_Owner,450000
Ecosport,Premium,8,101504,Diesel,Dealer,Manual,First_Owner,750000
Figo,General,12,86017,Diesel,Dealer,Manual,Second_Owner,325000
XUV500,Premium,9,85036,Diesel,Dealer,Manual,Second_Owner,900000
Ikon,General,16,91086,Petrol,Dealer,Manual,Second_Owner,180000
Punto,General,9,160254,Diesel,Dealer,Manual,Second_Owner,350000
EcoSport,Premium,9,125531,Diesel,Dealer,Manual,Second_Owner,600000
WR-V,Premium,3,60000,Diesel,Individual,Manual,First_Owner,900000
Laura,General,16,100000,Diesel,Individual,Manual,First_Owner,350000
Ritz,General,9,90000,Diesel,Individual,Manual,Third_Owner,280000
Xylo,General,13,120000,Diesel,Individual,Manual,Second_Owner,225000
City,General,8,82000,Diesel,Individual,Manual,First_Owner,520000
Scorpio,Premium,6,60000,Diesel,Individual,Manual,First_Owner,509999
Baleno,General,3,24000,Petrol,Individual,Manual,First_Owner,556000
Indigo,General,8,120000,Diesel,Individual,Manual,First_Owner,225000
Amaze,General,9,65000,Diesel,Dealer,Manual,First_Owner,325000
Swift,General,9,65000,Diesel,Dealer,Manual,First_Owner,365000
Creta,Premium,7,84000,Diesel,Dealer,Manual,First_Owner,850000
Etios,General,9,75000,Diesel,Dealer,Manual,First_Owner,350000
Swift,General,15,50000,Diesel,Dealer,Manual,First_Owner,225000
Alto,General,11,50000,Petrol,Individual,Manual,First_Owner,135000
WagonR,General,15,49000,Petrol,Dealer,Manual,First_Owner,140000
SX4,General,6,560000,Diesel,Dealer,Manual,First_Owner,665000
KWID,General,7,14365,Petrol,Dealer,Manual,First_Owner,275000
Fortuner,Premium,5,41000,Diesel,Individual,Automatic,First_Owner,2750000
Verna,General,9,65000,Diesel,Dealer,Manual,First_Owner,484999
Ciaz,General,7,65000,Diesel,Dealer,Manual,First_Owner,565000
Swift,General,9,61083,Diesel,Dealer,Manual,First_Owner,425000
Innova,General,9,75000,Diesel,Individual,Manual,First_Owner,925000
Scorpio,Premium,10,72000,Diesel,Dealer,Manual,First_Owner,565000
Duster,Premium,8,65000,Diesel,Dealer,Manual,First_Owner,525000
Tucson,General,5,55000,Diesel,Dealer,Manual,First_Owner,1650000
EON,General,7,21000,Petrol,Dealer,Manual,Second_Owner,295000
Jaguar,Premium,10,66363,Petrol,Dealer,Automatic,Second_Owner,2050000
Creta,Premium,4,11700,Petrol,Dealer,Automatic,First_Owner,1475000
Verna,General,5,10000,Petrol,Individual,Automatic,First_Owner,1100000
Mercedes_GL_Class,Premium,8,100000,Diesel,Individual,Automatic,Second_Owner,4400000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Polo,Premium,5,20000,Petrol,Dealer,Automatic,Second_Owner,850000
Pulse,General,7,61585,Diesel,Trustmark_Dealer,Manual,First_Owner,390000
Celerio,General,6,39415,Petrol,Trustmark_Dealer,Automatic,Second_Owner,450000
Brio,General,8,29654,Petrol,Trustmark_Dealer,Manual,First_Owner,425000
Baleno,General,6,64672,Diesel,Trustmark_Dealer,Manual,First_Owner,770000
Creta,Premium,7,54634,Diesel,Trustmark_Dealer,Automatic,Second_Owner,1150000
City,General,7,66521,Petrol,Trustmark_Dealer,Manual,First_Owner,775000
Innova,General,4,23974,Diesel,Dealer,Automatic,Second_Owner,1725000
BMW_320D,Premium,6,43000,Diesel,Dealer,Automatic,First_Owner,2150000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
i20,General,9,50000,Petrol,Individual,Manual,Second_Owner,350000
Alto,General,8,30000,Petrol,Individual,Manual,First_Owner,114999
i20,General,9,50000,Petrol,Individual,Manual,Second_Owner,380000
Scorpio,Premium,6,35000,Diesel,Individual,Manual,First_Owner,900000
Beat,General,10,90000,Petrol,Individual,Manual,Second_Owner,200999
Omni,General,8,11451,Petrol,Individual,Manual,First_Owner,229999
Nexon,General,3,60000,Diesel,Individual,Manual,First_Owner,800000
Verito,General,10,172000,Diesel,Individual,Manual,Second_Owner,150000
Swift,General,4,60000,Diesel,Individual,Manual,First_Owner,600000
Tavera,General,17,150000,Diesel,Individual,Manual,First_Owner,150000
Optra,General,13,66000,Diesel,Individual,Manual,First_Owner,150000
Eeco,General,3,5000,Petrol,Individual,Manual,First_Owner,380000
Swift,General,16,66508,Petrol,Individual,Manual,Second_Owner,80000
Civic,Premium,15,55000,Petrol,Individual,Manual,Second_Owner,225000
Nano,General,10,29900,Petrol,Individual,Manual,First_Owner,75000
Hexa,General,5,3000,Diesel,Individual,Manual,First_Owner,1600000
Indica,General,10,85000,Diesel,Individual,Manual,First_Owner,185000
Scorpio,Premium,11,50000,Diesel,Individual,Manual,First_Owner,425000
Indica,General,12,120000,Diesel,Individual,Manual,Second_Owner,100000
Zen,General,14,90000,Petrol,Individual,Manual,Third_Owner,140000
Swift,General,5,8000,Petrol,Individual,Automatic,First_Owner,710000
Amaze,General,7,7900,Petrol,Individual,Automatic,First_Owner,450000
RediGO,General,5,50000,Petrol,Individual,Manual,First_Owner,210000
Alto,General,6,25000,Petrol,Individual,Manual,First_Owner,270000
Alto,General,13,20000,Petrol,Individual,Manual,First_Owner,110000
Swift,General,4,17500,Petrol,Individual,Manual,First_Owner,540000
Renault,General,14,25000,Petrol,Individual,Manual,First_Owner,145000
Safari,Premium,9,206500,Diesel,Individual,Manual,First_Owner,360000
i10,General,9,88600,LPG,Individual,Manual,First_Owner,250000
Venture,General,10,80000,Diesel,Individual,Manual,First_Owner,110000
Captiva,General,14,100000,Diesel,Individual,Manual,Fourth&Above Owner,250000
Fiesta,General,11,186000,Diesel,Individual,Manual,Second_Owner,150000
Aveo,General,12,60000,Petrol,Individual,Manual,First_Owner,140000
Ciaz,General,3,11000,Petrol,Individual,Manual,First_Owner,925000
Hexa,General,5,30000,Diesel,Individual,Manual,First_Owner,969999
